columnR1 columnR2 columnR3 columnR4 columnR5 roofControl1 roofControl2 shift kickerElev mass maxDispl elasticEnergy
0.859017 0.567615 0.864302 0.263453 0.549199 0.162896 0.2559 0.51222 0.764456 2822.250907 5.855337 0.6559
0.713069 0.891066 0.943315 0.132184 0.936367 0.001569 0.201585 0.825453 0.356981 7335.143769 4.133283 0.435443
0.908388 0.676524 0.270585 0.604691 0.436419 -0.277156 0.487322 1.334957 0.509558 4676.80029 5.638402 1.011057
0.833798 0.602716 0.242897 0.83987 0.463127 -0.653672 0.396666 0.87698 0.345102 2935.011565 5.841574 1.123301
0.650564 0.385245 0.212756 0.982548 0.706076 0.182403 -0.078569 0.780826 0.761532 3450.220139 7.573283 0.74275
0.882676 0.283822 0.413526 0.905918 0.538594 -0.127938 0.454071 1.268314 0.787335 6055.677435 5.197344 0.810004
0.119919 0.84648 0.409822 0.322106 0.640534 0.035871 0.320691 0.849637 0.835639 7378.319622 3.56291 0.363974
0.862832 0.996062 0.118948 0.519794 0.865309 0.065731 0.284878 0.20898 0.947897 2848.787424 3.304664 0.446612
0.853468 0.245313 0.380514 0.661367 0.600423 0.864738 0.488782 1.348724 0.620036 3597.69872 8.707102 1.497232
0.371992 0.80081 0.531915 0.139445 0.846998 -0.961409 -0.351237 0.298492 0.205835 1968.194794 6.479003 1.213266
0.731871 0.96957 0.414579 0.984508 0.324209 0.720952 -0.251742 0.190129 0.423199 2407.11801 4.081656 0.990485
0.794303 0.143946 0.666852 0.769858 0.155526 0.737351 -0.356612 1.022372 0.338087 3797.9905 7.123498 1.208578
0.480014 0.9467 0.78005 0.199665 0.869262 -0.623503 -0.397159 0.90118 0.094799 5755.485317 5.227174 0.830867
0.476267 0.568473 0.541422 0.990448 0.516604 0.157597 -0.349758 0.42507 0.230157 4144.490631 5.291254 0.754414
0.924628 0.514558 0.139611 0.518368 0.14379 0.626505 0.402847 1.08231 0.686036 4109.206745 8.554921 1.334482
0.127785 0.760991 0.333833 0.298375 0.747853 -0.466553 0.337405 0.007204 0.799112 2285.469356 4.290366 1.334796
0.503681 0.732949 0.755166 0.411055 0.42251 0.677924 0.406662 0.669722 0.662323 2906.597934 6.046887 0.985351
0.951545 0.306007 0.232669 0.2188 0.282846 -0.656454 0.331996 0.823645 0.629385 3432.405418 6.895496 1.183368
0.499529 0.909689 0.536727 0.930411 0.939824 -0.579932 -0.011387 1.034433 0.046898 3887.885722 5.614958 1.029764
0.529822 0.764596 0.989661 0.239201 0.170862 0.688054 -0.361413 0.175838 0.235622 2603.977235 5.050821 1.102852
0.795461 0.172861 0.62618 0.72565 0.579183 0.117283 -0.330502 1.362383 0.539799 6007.206113 7.590316 1.006078
0.973697 0.138156 0.186238 0.790819 0.646198 -0.980711 -0.070645 0.442318 0.6462 2852.986323 5.553524 0.881612
0.824465 0.446836 0.34751 0.567448 0.888389 -0.836224 0.372228 0.858711 0.885392 2379.756886 6.298158 1.262366
0.386986 0.862532 0.805491 0.887329 0.503812 0.221733 -0.017697 1.027908 0.899202 4975.449272 6.354864 0.700029
0.541542 0.628121 0.669331 0.97897 0.142188 -0.883105 0.04119 0.766479 0.962014 2610.791327 4.292853 1.004395
0.220232 0.309087 0.366523 0.837583 0.122591 -0.38609 -0.278012 1.44764 0.321297 4548.322375 10.92262 1.71514
0.516689 0.985545 0.716554 0.616748 0.433565 0.244144 -0.188607 1.183048 0.479745 4661.139026 7.045124 0.898362
0.624127 0.477001 0.530305 0.96922 0.49143 0.387525 0.494934 0.595108 0.305263 3237.971235 5.567057 0.808594
0.698209 0.316287 0.649024 0.297193 0.290366 0.976142 0.135827 0.846856 0.03439 3157.385144 7.346661 1.184529
0.382825 0.963406 0.844062 0.637045 0.809444 -0.079974 0.231084 0.392042 0.997816 3136.56531 4.930869 0.655994
0.937484 0.926532 0.946487 0.846621 0.562032 0.338268 0.110003 0.371386 0.064866 2901.937475 5.684303 0.747843
0.604822 0.351336 0.907886 0.377965 0.705658 -0.717139 0.078329 0.394515 0.583758 2113.151494 5.347102 1.312434
0.267012 0.994898 0.843632 0.768001 0.782245 0.615202 -0.400757 0.197125 0.556403 2417.535554 4.412725 0.929882
0.350531 0.461229 0.442433 0.480304 0.123189 0.644145 0.2469 0.042824 0.706774 2490.838597 4.319899 1.075242
0.391788 0.961263 0.710416 0.49401 0.692215 0.6228 -0.451849 0.981109 0.113182 3281.47674 6.480615 1.115145
0.762024 0.113784 0.8499 0.297758 0.289443 -0.825223 0.398593 1.339306 0.756018 5537.414691 6.295019 1.17952
0.393405 0.419446 0.756653 0.935889 0.581942 0.081945 0.293295 0.469135 0.500236 2865.643731 4.095277 0.513739
0.340559 0.829313 0.148101 0.466452 0.267874 0.81266 0.305404 0.945306 0.838719 3469.152224 8.041891 1.2564
0.522006 0.519118 0.722902 0.249023 0.208411 -0.432379 -0.336779 0.150064 0.378587 2810.983746 5.127447 1.279273
0.312822 0.856923 0.81437 0.161785 0.696124 -0.613688 0.394624 0.405764 0.205655 4213.827747 5.334364 0.785139
0.447547 0.95143 0.137651 0.683117 0.555772 0.126228 -0.355098 1.38639 0.146818 5121.968192 7.652088 1.050903
0.240389 0.121997 0.714091 0.419741 0.107854 -0.13819 0.367644 0.571705 0.750179 4006.453664 7.190033 0.988757
0.552377 0.546385 0.60562 0.416794 0.22603 0.017659 -0.395649 0.381538 0.185838 3785.551851 5.53235 0.835079
0.940425 0.894248 0.396661 0.946182 0.812354 0.43517 0.086991 0.00375 0.170008 1998.984448 4.262087 0.844563
0.640451 0.364217 0.549279 0.754931 0.413011 -0.219611 0.193454 0.076452 0.474226 2769.699805 5.579927 1.220179
0.94537 0.769895 0.169407 0.185784 0.769997 0.213114 -0.24014 0.22292 0.588234 2858.981328 5.25936 0.648224
0.502231 0.313993 0.735639 0.135375 0.81858 0.176798 0.152304 0.284001 0.42611 1698.822092 6.830129 0.588549
0.541626 0.273048 0.399963 0.16539 0.84004 -0.227948 -0.073101 1.314421 0.435414 6892.91043 5.977128 0.777949
0.622899 0.79198 0.802395 0.896324 0.255236 -0.016445 -0.022704 0.157372 0.873688 1635.028103 2.912097 0.431864
0.410825 0.483248 0.929047 0.704345 0.169037 -0.898522 -0.352342 0.755395 0.813177 2376.560233 6.241594 1.346952
0.207584 0.556175 0.315754 0.347899 0.469295 0.877404 -0.463458 0.674285 0.528807 3162.32823 6.126491 1.014396
0.847393 0.360672 0.390433 0.127193 0.273604 0.482474 0.371991 0.404886 0.24043 2757.695175 9.652793 1.234225
0.789256 0.575694 0.308332 0.812055 0.230491 0.074619 0.25068 0.809062 0.954553 4539.482089 4.664086 0.552596
0.904146 0.683715 0.307779 0.818039 0.615681 -0.142825 -0.132498 0.102761 0.290592 1751.41954 4.342872 0.737688
0.676584 0.593079 0.976288 0.275347 0.357856 -0.308402 0.450977 0.865842 0.949481 3918.620219 5.966504 1.106822
0.497051 0.574489 0.870104 0.122991 0.859483 -0.452716 -0.16277 0.337815 0.888495 3161.694836 5.5198 1.078191
0.178302 0.717979 0.855433 0.145874 0.872643 0.106593 -0.308034 0.437491 0.469125 3472.010368 6.724671 0.67916
0.92815 0.885749 0.753586 0.294221 0.253402 0.092332 -0.254809 0.078194 0.144562 3509.991247 3.61373 0.602071
0.851015 0.43966 0.465448 0.594465 0.883429 0.49674 0.086261 0.575809 0.16847 2844.868034 5.88928 0.796522
0.9922 0.27213 0.965649 0.559342 0.893426 -0.002127 0.365632 0.554222 0.524748 3241.145074 4.665179 0.604125
0.969354 0.485211 0.153553 0.357974 0.861944 -0.966163 -0.205996 0.03053 0.359873 1519.354674 4.283521 1.427433
0.70479 0.445031 0.296734 0.153998 0.421945 -0.858504 0.134316 1.24498 0.128432 5387.268677 5.610486 1.011405
0.592196 0.523769 0.677466 0.948159 0.398812 -0.510087 0.404885 1.134805 0.624829 3948.319186 4.816316 0.945229
0.53181 0.814735 0.774473 0.367371 0.195546 0.22934 -0.201541 0.379171 0.646463 3439.92831 6.105961 0.851692
0.644486 0.524521 0.347985 0.395834 0.839645 -0.733006 0.444377 1.423879 0.278692 2948.972613 7.872379 1.582721
0.615687 0.769168 0.420952 0.219884 0.464744 0.576366 -0.251486 0.903338 0.016878 3723.412671 7.257448 1.141579
0.642427 0.995122 0.347757 0.856245 0.224311 0.425704 0.340374 1.038901 0.841591 4247.473354 7.098325 0.975243
0.497801 0.646375 0.399597 0.930593 0.927979 0.112185 -0.447469 0.048511 0.846825 3220.982656 3.562963 0.634732
0.974265 0.949316 0.22301 0.543119 0.407648 -0.647283 0.17077 1.186563 0.22036 3236.341655 6.659159 1.335264
0.195878 0.400445 0.297113 0.64806 0.700583 0.458945 -0.112428 1.106404 0.410196 4508.007423 7.338392 0.973473
0.36494 0.426787 0.286282 0.175619 0.767891 0.456078 0.327816 0.797602 0.110313 2811.276324 8.173587 0.981003
0.612313 0.526317 0.931181 0.853233 0.727178 -0.57803 -0.08875 0.121198 0.059974 2631.220824 4.023726 1.081936
0.164921 0.320336 0.655615 0.316695 0.265364 0.298224 0.06758 0.656352 0.071337 3561.510587 8.776737 0.91024
0.167429 0.222862 0.759907 0.711143 0.609511 -0.090155 -0.03805 0.136604 0.029124 1577.013652 5.698947 0.681947
0.189477 0.270715 0.647131 0.959964 0.794075 -0.205479 -0.271343 0.673684 0.975782 3453.250649 6.109837 0.74603
0.407923 0.621411 0.423413 0.180941 0.558019 -0.987447 0.062878 0.316884 0.181425 2109.068305 4.693348 1.074576
0.604376 0.90545 0.907012 0.204901 0.720109 -0.547185 -0.140517 0.358664 0.806023 3210.443247 4.910411 1.086908
0.840697 0.537282 0.118485 0.191011 0.919705 0.131468 0.32155 1.005731 0.40407 4580.59315 6.604876 0.806676
0.129179 0.653257 0.645393 0.155121 0.533252 -0.869182 0.407492 1.081697 0.605721 8498.873749 3.365542 0.51273
0.416515 0.384656 0.7056 0.6443 0.82028 0.772128 0.042839 0.52718 0.379661 2572.580446 5.131551 0.851959
0.310106 0.434841 0.174479 0.987932 0.830739 -0.498915 -0.019505 0.731172 0.541217 4075.3206 6.646911 1.067699
0.975322 0.158975 0.523517 0.164696 0.243264 -0.098034 0.224126 0.34043 0.902359 2526.821862 7.276079 0.96073
0.237645 0.48924 0.95956 0.103187 0.944339 0.782801 -0.45027 1.007557 0.413255 6195.805871 6.165945 0.90258
0.766825 0.560018 0.247236 0.292676 0.544925 -0.065437 0.079801 0.477854 0.934793 2487.715422 6.308962 0.616246
0.252379 0.407881 0.355173 0.920517 0.213813 -0.846786 0.272977 0.359947 0.603086 2549.321168 3.596415 0.830006
0.198287 0.105495 0.156154 0.425573 0.407975 0.548686 -0.061721 1.088703 0.708013 6197.09212 8.198626 0.934135
0.481452 0.292784 0.567416 0.649671 0.688811 0.941641 -0.321357 1.007042 0.510991 2875.803975 6.802356 1.172167
0.624644 0.484497 0.249797 0.325219 0.67286 -0.462131 0.43995 1.300923 0.49656 3739.473886 8.08061 1.497183
0.885344 0.287704 0.737248 0.389469 0.823631 -0.495447 -0.427096 1.366263 0.691351 3984.90065 8.254098 1.450367
0.288603 0.774077 0.757225 0.60958 0.924888 0.31935 0.39675 1.267122 0.99413 3975.218879 7.521444 0.98732
0.143314 0.654294 0.618333 0.78881 0.29736 0.116937 -0.179274 0.200932 0.92513 3403.11245 4.708813 0.564515
0.814804 0.882657 0.712315 0.984244 0.67851 -0.495586 0.087236 0.559443 0.685782 3261.07019 4.893015 1.023558
0.697512 0.25085 0.326932 0.393556 0.341983 -0.316719 0.300345 0.371713 0.141059 2776.29161 5.847734 1.159424
0.69728 0.688095 0.787351 0.849771 0.527415 0.732832 0.307691 0.278739 0.774465 2391.660325 4.436702 0.909606
0.510067 0.363066 0.624715 0.218445 0.483505 -0.436295 -0.000426 0.842971 0.76109 3752.403798 7.304995 1.260725
0.575935 0.68037 0.660465 0.875964 0.263286 0.022273 0.373065 0.511737 0.836348 3878.020718 3.968498 0.61289
0.443464 0.59378 0.355245 0.971649 0.237212 -0.541876 0.481606 0.877807 0.435901 4170.535284 4.416874 0.853681
0.147495 0.151872 0.362941 0.555937 0.203875 -0.418519 0.496606 0.95618 0.202745 5277.167238 6.581201 0.955118
0.452773 0.602523 0.382327 0.581657 0.660453 -0.105859 -0.077044 1.043607 0.888838 3112.52152 7.00313 0.785919
0.729075 0.262895 0.835142 0.687456 0.434423 0.420623 -0.417072 1.356119 0.725531 4688.981344 7.768603 1.304438
0.584439 0.826108 0.604881 0.52162 0.453377 0.032867 -0.099307 0.24099 0.103345 2785.560276 3.354653 0.351117
0.233954 0.289238 0.788663 0.855232 0.614486 0.076766 -0.140992 0.653766 0.521447 3424.1201 6.299085 0.567777
0.714783 0.384307 0.357483 0.505581 0.431629 -0.337579 0.279436 1.069891 0.621295 3802.303421 7.043685 1.193732
0.119038 0.612122 0.314793 0.271775 0.803847 -0.14543 -0.186291 0.524384 0.012822 4460.609553 4.085811 0.380486
0.891734 0.812199 0.375794 0.270777 0.984223 0.858919 -0.058935 0.078122 0.095303 1982.971483 4.052894 0.930743
0.644271 0.28964 0.292498 0.698376 0.755986 0.608918 0.099266 0.352395 0.530682 2539.857259 5.400748 0.835964
0.344579 0.375304 0.416262 0.385469 0.644422 0.870211 -0.061347 0.889179 0.394373 3125.956177 6.26851 0.980917
0.688431 0.104979 0.697525 0.92997 0.539906 -0.359118 0.136146 0.545459 0.74725 3708.50546 6.39434 1.060234
0.782079 0.81429 0.986246 0.885286 0.85819 -0.844817 -0.316852 1.221373 0.720457 2748.004398 6.743523 1.341764
0.352386 0.516414 0.591608 0.302419 0.21543 0.584761 -0.004682 0.832489 0.047203 3978.514026 7.371323 1.078203
0.533331 0.734122 0.376481 0.483711 0.519464 -0.159355 0.204018 0.680696 0.880881 3412.87363 6.311824 0.861067
0.286892 0.768528 0.543301 0.412071 0.221571 -0.858817 0.204757 0.184649 0.957713 2307.281473 2.962258 0.892643
0.662007 0.956812 0.1556 0.630425 0.603307 -0.003185 0.305742 1.062225 0.601634 4945.986646 5.532403 0.70844
0.638168 0.594652 0.359252 0.703066 0.655479 -0.346162 0.001634 0.054153 0.808366 2826.103787 4.934428 1.073185
0.951135 0.93724 0.930488 0.21447 0.765925 -0.334058 -0.442802 1.478563 0.20679 10779.935501 4.365916 0.691886
0.166389 0.318834 0.728258 0.22167 0.128099 0.776799 -0.056029 0.066436 0.515805 2479.565749 4.190425 1.021164
0.25006 0.442925 0.643922 0.784099 0.705891 0.446418 0.463157 0.420271 0.386223 2579.250387 5.890953 0.871358
0.963505 0.193804 0.126373 0.254929 0.404811 0.910602 -0.017344 0.774938 0.114268 4136.728022 7.354295 0.98384
0.715887 0.194274 0.836497 0.611376 0.159197 -0.501649 0.121506 1.240522 0.304295 3829.48342 8.647605 1.554643
0.662903 0.263058 0.252936 0.827402 0.964831 0.421182 -0.226303 1.111855 0.566583 3908.444985 7.979881 1.046633
0.932511 0.658043 0.576175 0.36473 0.355385 -0.309424 0.345224 1.015972 0.430647 3518.546255 7.099362 1.255761
0.252505 0.365701 0.447252 0.478011 0.736508 -0.848022 -0.385223 1.232951 0.360465 3770.00367 6.727747 1.214737
0.570627 0.921056 0.346572 0.288438 0.809465 0.593489 0.390617 0.697218 0.349335 2872.905547 7.179562 1.019232
0.5326 0.138896 0.459507 0.123604 0.265974 0.067262 0.407992 0.354627 0.812919 3328.682115 5.809041 0.776565
0.2808 0.96626 0.375897 0.585626 0.840888 0.780976 -0.437999 1.30079 0.143997 5709.114531 4.684274 0.792169
0.791308 0.147361 0.378485 0.592564 0.253955 0.782033 0.113793 1.066055 0.19107 3718.492285 8.761683 1.349231
0.136853 0.530027 0.539283 0.318993 0.820554 -0.54641 0.390924 0.531478 0.973292 3819.122247 5.192529 0.876978
0.900342 0.65013 0.733205 0.112881 0.51323 0.844367 0.478997 0.381669 0.027223 5213.131513 4.726586 0.545836
0.607061 0.213931 0.711582 0.976176 0.312849 0.452279 0.025033 0.950018 0.531607 3862.683794 7.976597 1.059818
0.583333 0.384615 0.203011 0.410489 0.4801 -0.10442 0.491942 1.337368 0.109692 4973.28555 6.583795 1.039976
0.795349 0.691823 0.889144 0.509766 0.833123 0.714008 -0.057601 0.179276 0.291234 2381.174082 3.996842 0.83669
0.304281 0.543859 0.780489 0.632897 0.264147 -0.199159 0.424124 1.310683 0.402173 4583.941934 6.472367 1.079536
0.898994 0.63028 0.296076 0.277941 0.355766 -0.466683 0.488834 0.150018 0.459128 3076.826558 3.362073 0.97529
0.145976 0.471173 0.222762 0.400531 0.752884 0.838177 -0.376593 0.589879 0.650129 4135.793292 5.052316 0.69222
0.725271 0.932156 0.851916 0.839043 0.226372 -0.809502 -0.052513 1.007637 0.254641 3186.251164 5.283292 1.149427
0.55625 0.967119 0.906897 0.925619 0.167858 -0.541962 0.237617 0.850847 0.558884 3843.84681 4.595475 0.960921
0.841811 0.153141 0.278641 0.693945 0.105158 0.39584 0.010985 1.003456 0.730432 4487.122776 9.25848 1.184577
0.191931 0.958503 0.191884 0.850971 0.346035 -0.191649 -0.143156 1.363116 0.735905 8096.0295 4.685146 0.609494
0.424862 0.298036 0.65553 0.879069 0.716115 -0.335735 0.061235 0.686389 0.354792 3839.86485 6.095362 0.914122
0.858239 0.975541 0.15088 0.240097 0.539699 0.971116 0.437524 0.299478 0.813599 2179.201907 6.950845 1.215423
0.6662 0.294923 0.163269 0.654902 0.875313 -0.028616 -0.177873 0.737771 0.997805 3411.303612 5.843896 0.583026
0.544182 0.741046 0.641687 0.146422 0.205401 -0.118872 0.34786 0.939392 0.374251 4829.4806 8.524582 1.237074
0.318127 0.795217 0.727565 0.795697 0.368743 0.62337 -0.137934 0.588354 0.715076 3186.930244 5.171665 0.86484
0.307328 0.361715 0.832726 0.234996 0.163434 0.797112 -0.287242 0.795466 0.340018 3440.253084 7.772042 1.224881
0.955592 0.81468 0.612868 0.374736 0.599425 -0.971737 -0.07405 0.730703 0.559352 1789.580174 6.463765 1.464637
0.904855 0.743317 0.999639 0.11153 0.660559 -0.971796 0.26582 0.911975 0.178592 10677.10038 3.698811 0.470766
0.999518 0.801598 0.479961 0.35627 0.782994 0.220903 0.346753 1.299648 0.07127 4716.576907 6.565141 0.856785
0.459496 0.666603 0.755546 0.513306 0.83329 0.010279 -0.129173 0.465967 0.709143 3078.287458 3.615532 0.348358
0.6324 0.514945 0.198934 0.806889 0.731348 -0.911814 -0.320764 0.555287 0.047487 4717.419613 3.64837 0.605718
0.435124 0.160777 0.69546 0.657303 0.388408 0.679794 -0.17122 0.685739 0.149277 3114.126164 6.997954 1.029883
0.924934 0.497742 0.42328 0.628214 0.964012 0.181975 -0.350933 0.330022 0.152175 3549.946069 4.25876 0.556204
0.206532 0.80692 0.456235 0.254912 0.938758 -0.594294 0.193078 0.633705 0.547609 3157.985742 6.558887 1.119586
0.842488 0.94417 0.801528 0.626624 0.870598 -0.984546 0.213682 0.306393 0.246033 1874.853452 3.666037 1.084737
0.99783 0.245111 0.627138 0.432225 0.497426 -0.26201 -0.45415 0.693238 0.963057 3897.040867 5.5572 0.952881
0.164729 0.880707 0.490471 0.872783 0.58815 0.172095 -0.438422 0.127171 0.873841 3505.816982 4.482084 0.783805
0.328679 0.494976 0.151581 0.870362 0.353949 -0.827711 -0.319583 0.375925 0.752223 2101.598624 6.071951 1.293734
0.220242 0.756275 0.810661 0.743681 0.446901 -0.23124 0.343237 1.266674 0.689973 5613.874032 5.685655 0.880563
0.249753 0.762698 0.668164 0.774918 0.765592 -0.290555 -0.457375 1.235136 0.664663 5211.538708 5.709781 0.898935
0.702538 0.823845 0.472439 0.6538 0.114128 0.699617 0.237788 0.113571 0.059471 2572.290042 4.446217 1.05939
0.782755 0.78504 0.796198 0.494826 0.863434 0.868167 0.268358 0.961008 0.659236 2949.156685 6.064425 1.017203
0.986963 0.72514 0.256282 0.557013 0.92131 -0.920142 -0.217519 1.103596 0.806476 2420.147975 7.908326 1.54817
0.82421 0.164495 0.814595 0.10143 0.264811 0.881119 -0.004014 0.693929 0.784345 5061.679733 6.432288 0.858274
0.452134 0.464899 0.530697 0.305303 0.796347 -0.128832 -0.426512 0.647066 0.466086 4127.605979 4.667325 0.683797
0.521815 0.488617 0.74075 0.993229 0.732685 -0.657514 -0.2163 1.391441 0.853458 3860.02965 6.836779 1.25077
0.834634 0.295494 0.453605 0.770934 0.738058 -0.687028 -0.477005 0.183042 0.109277 2174.806712 4.794262 1.266473
0.280901 0.552652 0.365814 0.844054 0.980634 -0.264939 -0.378209 1.255069 0.482213 4687.217337 5.885659 0.836788
0.26674 0.231973 0.713463 0.342081 0.34045 -0.032771 -0.140426 0.232225 0.536111 2740.060268 3.201797 0.361249
0.4971 0.520307 0.23045 0.489213 0.869247 -0.500096 0.48043 1.463517 0.994372 3559.318566 8.996977 1.692912
0.737783 0.188094 0.196179 0.217264 0.316328 -0.05746 0.007029 0.586363 0.622299 2440.610969 9.153466 0.803119
0.236053 0.828495 0.990041 0.871606 0.904522 -0.10655 0.145661 0.580966 0.993931 2879.33509 6.753131 0.72293
0.361303 0.781781 0.143021 0.101958 0.39387 -0.764115 0.284598 0.810991 0.000338 4992.925132 5.587731 0.861218
0.458107 0.549403 0.316525 0.977196 0.458921 0.763136 -0.07645 1.000106 0.774131 3503.437627 5.894929 0.959958
0.331763 0.168861 0.276191 0.402613 0.747423 0.580574 -0.034139 0.304185 0.453668 2474.385054 6.265579 0.907756
0.183307 0.462365 0.860169 0.343736 0.156495 0.448413 -0.149203 0.463981 0.274601 3372.442278 6.896539 0.982213
0.577396 0.157654 0.351188 0.207129 0.378686 0.202674 -0.094606 1.425693 0.244525 5754.924362 9.698268 1.249969
0.744385 0.74133 0.535301 0.233831 0.55971 -0.624956 -0.407971 0.368084 0.817215 2347.700533 6.241623 1.481631
0.117622 0.564006 0.958396 0.22141 0.348329 0.795518 -0.394506 0.806955 0.413533 7103.66254 4.513091 0.580932
0.565614 0.78253 0.578113 0.587483 0.415121 -0.399931 0.21652 1.036311 0.577162 3510.719012 6.686172 1.208424
0.517957 0.931596 0.169978 0.255892 0.103676 -0.244527 -0.217852 1.361331 0.527077 5011.844598 11.113867 1.597918
0.146605 0.567084 0.786455 0.234466 0.430709 0.71131 -0.003148 0.743489 0.118562 4988.279047 6.577841 0.800608
0.17409 0.407915 0.971729 0.235345 0.276717 0.36311 -0.370772 1.353333 0.985666 6520.239313 7.665357 1.182421
0.134717 0.26355 0.862649 0.487253 0.673369 0.224536 -0.013931 0.063723 0.911944 1540.603976 6.163048 0.816122
0.827347 0.424105 0.802005 0.650346 0.578035 -0.223213 -0.04005 1.043988 0.491114 3875.982061 7.90539 0.941492
0.953241 0.358223 0.208412 0.783489 0.898034 0.28568 -0.049565 0.432106 0.564511 2603.94724 5.753251 0.587028
0.21427 0.232105 0.931045 0.25088 0.779524 0.404535 -0.15251 1.418702 0.568268 6025.123609 7.08117 0.97929
0.794856 0.660457 0.861133 0.629766 0.388126 0.686863 0.263167 1.114104 0.472595 3831.613051 6.618655 1.086365
0.155085 0.634237 0.581023 0.280987 0.634068 -0.401182 -0.250321 0.734843 0.151236 4809.788606 6.639508 0.970571
0.357079 0.630643 0.274003 0.950058 0.393588 0.659627 0.233755 0.595986 0.475094 2878.968304 6.130646 0.925745
0.989414 0.830996 0.413901 0.661075 0.489927 0.018892 -0.414376 0.233973 0.43521 4173.553517 4.44115 0.732353
0.367081 0.818611 0.481752 0.777353 0.528909 0.555226 -0.485403 0.73603 0.764119 2934.943303 5.800472 1.035199
0.356236 0.775115 0.102792 0.401323 0.969645 0.524979 -0.229427 0.882007 0.34485 3183.780411 7.136109 0.970409
0.529097 0.69266 0.568525 0.121481 0.140145 0.791074 -0.242936 1.231074 0.799506 7500.49507 5.183714 0.800039
0.1013 0.911985 0.679768 0.416433 0.682631 -0.854852 0.139366 0.942295 0.317015 9277.199974 2.914389 0.375795
0.384789 0.383944 0.924672 0.519437 0.443401 0.412185 0.057846 0.757046 0.822576 3694.119744 6.808716 0.872007
0.841523 0.735093 0.764708 0.395418 0.63692 -0.659398 -0.195806 0.597702 0.602821 2916.45874 5.175996 1.112207
0.104854 0.56316 0.936394 0.90698 0.257748 -0.344631 0.393857 0.570034 0.073476 5528.969104 4.314692 0.620444
0.776694 0.855654 0.380455 0.154615 0.909014 0.173102 -0.377347 1.340874 0.078466 5211.488915 7.854232 1.082969
0.184225 0.690067 0.910125 0.401686 0.570835 0.626811 0.474031 1.3779 0.631132 7695.11487 4.456973 0.671927
0.315624 0.307218 0.483118 0.156782 0.546628 -0.350682 -0.057806 0.082753 0.388199 2728.83551 5.706716 1.170467
0.830401 0.453076 0.370164 0.83677 0.395398 -0.250214 0.399297 0.886224 0.225823 4634.522847 5.240051 0.900742
0.415411 0.332948 0.393375 0.720386 0.429913 0.900927 -0.442886 0.245459 0.54263 2130.397787 4.332548 1.01276
0.674605 0.171149 0.79774 0.152687 0.307302 -0.048715 0.134861 0.44336 0.557975 2774.172153 6.600287 0.656148
0.711914 0.21247 0.565333 0.499045 0.110016 0.747931 -0.214072 0.438305 0.317741 2777.697516 5.619765 1.049813
0.988116 0.175625 0.1752 0.154431 0.607474 0.446857 0.101204 0.782549 0.104753 3410.539849 10.333775 1.166746
0.841584 0.880375 0.29731 0.785496 0.692595 -0.94605 -0.438831 1.230524 0.788661 2711.372314 7.226347 1.443738
0.630106 0.180595 0.883474 0.980089 0.609492 0.329808 -0.389324 0.431288 0.156337 3531.509069 5.367109 0.824084
0.705672 0.834383 0.335582 0.357046 0.14752 -0.588245 -0.492511 0.048925 0.23718 2833.766387 3.894048 1.313193
0.492189 0.933473 0.118305 0.211793 0.712952 -0.791259 0.199715 1.128092 0.686543 6569.575139 5.123437 0.84879
0.768738 0.814689 0.283561 0.906003 0.304425 0.514989 0.309482 1.141091 0.039853 5605.178822 6.372385 0.917205
0.157493 0.638489 0.418496 0.592312 0.634284 0.913696 0.310048 0.86398 0.416256 6088.758082 3.715553 0.477986
0.873954 0.754399 0.533247 0.465964 0.254396 0.40249 -0.003672 0.501554 0.390557 3138.15764 6.36589 0.884361
0.816942 0.167733 0.486907 0.667472 0.508964 0.975321 -0.255199 0.171347 0.704431 1951.158647 4.439866 1.022063
0.2933 0.736977 0.878309 0.120519 0.769715 -0.758518 -0.462849 0.908974 0.921636 3182.337647 8.98983 1.679763
0.211159 0.197207 0.536276 0.642599 0.895146 0.539782 0.118101 0.133538 0.893795 2067.581868 5.107341 0.80446
0.750931 0.788526 0.698982 0.62916 0.131337 0.254696 0.154533 1.342176 0.538968 6602.571205 6.015575 0.734972
0.729887 0.245168 0.303261 0.187281 0.456904 0.484332 0.102914 0.938071 0.985404 3973.3815 9.354304 1.224847
0.157474 0.662521 0.336754 0.609737 0.54374 -0.678936 -0.437398 0.936197 0.301731 6545.302248 3.774065 0.599913
0.383055 0.245386 0.92043 0.423227 0.589344 -0.083736 -0.127536 0.412019 0.082228 2503.389912 5.239639 0.539797
0.984263 0.672799 0.106575 0.475543 0.374003 0.851617 -0.191321 1.371356 0.62463 3808.966777 8.53038 1.513838
0.839757 0.822995 0.710464 0.679667 0.915184 0.201681 -0.422848 0.159239 0.388637 3281.409079 3.846393 0.642729
0.278823 0.506651 0.456257 0.159535 0.727656 -0.720677 0.416959 0.540186 0.251092 2539.075716 6.847073 1.22298
0.618872 0.139282 0.721634 0.79392 0.52038 0.961011 0.092068 0.856571 0.414801 3208.5545 6.810628 1.015361
0.490501 0.271392 0.916577 0.826063 0.894011 0.323341 0.347757 1.276386 0.913602 3964.096184 7.838404 1.002612
0.838281 0.690397 0.127587 0.202053 0.861503 0.900784 0.180391 0.007634 0.115215 1954.632367 3.810931 0.966103
